devicetime,actual_deg,pred_deg,resid_deg,dev,score01,rule01
2024-02-01 00:45:00,70.448,71.462776,1.0147781,1.0147781372070312,0.9340659340659341,0.0
2024-02-01 00:46:00,70.85362,71.462074,0.60845184,0.8793360392252605,0.8637362637362638,0.0
2024-02-01 00:47:00,70.746956,71.46072,0.7137604,0.8241441514756946,0.832967032967033,0.0
2024-02-01 00:48:00,71.178444,71.45953,0.28108978,0.6431260285554111,0.6043956043956044,0.0
2024-02-01 00:49:00,70.28691,71.45689,1.1699753,0.8187424459575137,0.8307692307692308,0.0
2024-02-01 00:50:00,70.24832,71.455635,1.2073135,0.9482661431708945,0.8923076923076924,0.0
2024-02-01 00:51:00,72.041405,71.45407,0.5873337,0.8279553218470027,0.832967032967033,0.0
2024-02-01 00:52:00,72.13592,71.45303,0.6828842,0.7795982866675331,0.8043956043956044,0.0
2024-02-01 00:53:00,71.23447,71.45213,0.21766663,0.5922877331038763,0.5142857142857142,0.0
2024-02-01 00:54:00,72.106735,71.45068,0.65605164,0.6135423673166467,0.5472527472527473,0.0
2024-02-01 00:55:00,71.45534,71.44844,0.0068969727,0.4113272357631812,0.18461538461538463,0.0
2024-02-01 00:56:00,70.67835,71.44585,0.7674942,0.5300495577288395,0.3956043956043956,0.0
2024-02-01 00:57:00,71.415535,71.44547,0.029937744,0.3633456198661014,0.11428571428571428,0.0
2024-02-01 00:58:00,71.5239,71.44633,0.07757568,0.2680889744419843,0.03076923076923077,0.0
2024-02-01 00:59:00,71.10599,71.44756,0.34157562,0.2925845238141875,0.04835164835164835,0.0
2024-02-01 01:00:00,71.92004,71.4497,0.4703369,0.351835320563625,0.1010989010989011,0.0
2024-02-01 01:01:00,71.75722,71.45202,0.30519867,0.33628977018694794,0.08131868131868132,0.0
2024-02-01 01:02:00,71.50732,71.45312,0.05419922,0.242259586374632,0.013186813186813187,0.0
2024-02-01 01:03:00,70.874916,71.45417,0.57925415,0.3545911077132964,0.10329670329670329,0.0
2024-02-01 01:04:00,71.495,71.45529,0.039711,0.24963107132058304,0.01978021978021978,0.0
2024-02-01 01:05:00,72.36881,71.45572,0.91309357,0.4707852365118991,0.2857142857142857,0.0
2024-02-01 01:06:00,72.35338,71.456696,0.89668274,0.6127510707605369,0.5428571428571428,0.0
